PROVIDER_ID,IMM_3_DEN,EDAC_30_AMI_DEN,READM_30_HOSP_WIDE_DEN,EDAC_30_HF_DEN,OP_18B_DEN,OP_23_DEN,MORT_30_COPD_DEN,HAI_3_DEN_VOL,HAI_5_DEN_PRED,OP_13_DEN,HAI_5_DEN_VOL,HAI_1_DEN_VOL,READM_30_HIP_KNEE_DEN,H_NUMB_COMP,HAI_6_DEN_VOL,MORT_30_HF_DEN,PC_01_DEN,SAFE_USE_OF_OPIOIDS_DEN,READM_30_COPD_DEN,OP_10_DEN,COMP_HIP_KNEE_DEN,HAI_2_DEN_PRED,OP_29_DEN,OP_22_DEN,MORT_30_AMI_DEN,MORT_30_PN_DEN,OP_36_DEN,MORT_30_CABG_DEN,HAI_1_DEN_PRED,HAI_6_DEN_PRED,H_RESP_RATE_P,HCP_COVID_19_DEN,READM_30_CABG_DEN,PSI_90_SAFETY_DEN,HAI_3_DEN_PRED,OP_8_DEN,MORT_30_STK_DEN,PSI_4_SURG_COMP_DEN,HAI_2_DEN_VOL,OP_32_DEN,OP_35_ED_DEN,OP_35_ADM_DEN,SEP_1_DEN,EDAC_30_PN_DEN,HAI_4_DEN_VOL,HAI_4_DEN_PRED,Total_m_cnt,std_MORT_30_AMI,std_MORT_30_CABG,std_MORT_30_COPD,std_MORT_30_HF,std_MORT_30_PN,std_MORT_30_STK,std_PSI_4_SURG_COMP,std_COMP_HIP_KNEE,std_HAI_1,std_HAI_2,std_HAI_3,std_HAI_4,std_HAI_5,std_HAI_6,std_PSI_90_SAFETY,std_EDAC_30_AMI,std_EDAC_30_HF,std_EDAC_30_PN,std_OP_32,std_READM_30_CABG,std_READM_30_COPD,std_READM_30_HIP_KNEE,std_READM_30_HOSP_WIDE,std_OP_35_ADM,std_OP_35_ED,std_OP_36,std_H_COMP_1_STAR_RATING,std_H_COMP_2_STAR_RATING,std_H_COMP_3_STAR_RATING,std_H_COMP_5_STAR_RATING,std_H_COMP_6_STAR_RATING,std_H_COMP_7_STAR_RATING,std_H_GLOB_STAR_RATING,std_H_INDI_STAR_RATING,std_HCP_COVID_19,std_IMM_3,std_OP_10,std_OP_13,std_OP_18B,std_OP_22,std_OP_23,std_OP_29,std_OP_8,std_PC_01,std_SAFE_USE_OF_OPIOIDS,std_SEP_1
050124,1313,,1331,245,377,,58,,1.432,66,25071,2368,33,431,23403,195,33,943,63,637,31,4.006,112,28941,34,298,353,,2.198,13.992,18,1383,,,,44,100,,3991,579,,,119,316,,,37,0.7791726659,,0.7465155333,1.437355914,0.8591750327,1.35865537,,-1.141124426,-1.495401035,-0.683703198,,,-2.175288434,-0.785009082,0.2647820199,,-0.26893141,-1.861645507,1.1054339683,,1.7531979207,-0.653469947,-1.444557105,,,1.1094486371,-0.243473324,-0.436147184,-0.231670805,-0.254180641,-1.3029158,-1.00956652,-0.226011679,-0.997767611,1.5027171099,0.0629584801,-0.131703657,-0.615358101,-0.893734793,-1.138829195,,0.4779044444,-1.413079627,-0.064364365,0.5630493928,0.4497722506
050125,1927,132,1967,397,428,,47,87,3.378,,55678,5598,46,443,55678,328,,2105,55,550,38,5.733,,83555,149,433,92,,4.635,23.331,15,2268,,,2.403,,307,79,6546,46,,,182,441,,,36,-0.1609531,,0.2165543233,1.2060466026,-0.453557144,0.8246997078,0.5909708758,0.6987290924,0.3919930832,0.4305230944,0.0364543759,,-0.711209532,0.8269027252,0.911905336,-0.737617415,-1.710514093,-0.96173458,0.4938384906,,-0.630311821,-0.48428557,-1.149501587,,,-0.257980078,-1.154063558,-1.44305488,-1.17226019,-1.277016409,-0.312251048,-1.00956652,-1.17139474,-0.488715575,2.5884719525,-1.518762758,1.0766660456,,0.0226907097,0.1636017162,,,,,0.9304207382,0.5092148315
050126,2809,79,1155,274,299,,38,46,5.507,,68393,5541,57,353,63081,201,59,523,50,348,50,4.46,122,58077,77,252,45,,4.708,39.708,11,1791,,,1.319,,58,31,5249,114,,,125,249,,,38,0.6224850383,,-0.247161735,1.9462363991,0.6864471147,-0.403398315,0.8696426906,0.3920868393,-0.753488012,0.6447973814,-0.878396137,,0.6082293025,0.7347934791,0.3187089629,-2.902554499,-0.630516506,-1.330478569,0.2899733314,,-0.630311821,1.2075582032,-1.001973828,,,-1.283551615,-1.154063558,-1.44305488,-0.231670805,-0.254180641,-0.312251048,-1.00956652,-0.226011679,-0.997767611,-0.187887462,-0.318836301,0.2498867756,,-1.828862857,-2.875403742,,0.2632395775,,-0.064364365,0.3793637201,0.330887089
050127,1048,,477,79,370,21,47,51,,58,,2219,,352,14642,65,32,802,48,695,,1.559,85,30218,,87,253,,1.531,5.988,16,978,,,1.291,,44,,2127,736,83,83,70,89,,,36,,,0.2827994746,-1.800974446,-0.039010141,0.7713041416,,,0.9776423739,-0.07002164,1.149255,,,-0.897842908,0.4804897919,,1.7863943946,0.2235139582,0.4938384906,,1.2566333912,,1.5059980778,0.7963694832,0.9775668235,0.7675914583,-0.243473324,0.5707605124,-0.231670805,0.7686551275,0.6784137042,0.9331768019,-0.226011679,-0.488715575,-0.381241065,0.3902111501,-1.297674422,2.0035128624,0.6398752319,0.5977453531,1.5262384964,0.6210143556,,0.5516815849,1.4814777564,1.7575090291
050128,2518,115,1193,184,385,16,62,,2.566,,39655,2781,58,508,38770,163,11,1519,69,472,53,2.773,,54024,97,218,238,,2.3,30.192,23,2511,,,,,163,51,3142,,41,41,203,231,,,38,0.0740783415,,-1.837045366,1.0209991534,-0.177192475,-0.18981605,-0.651905418,-1.141124426,0.3865578229,-0.825981325,,,-0.06032923,-2.026181174,-1.029464612,1.5655071419,0.3257809174,0.3771572872,,,0.3628172381,0.3616363166,1.0634148004,-0.37179433,-1.120372276,0.0838771007,-2.064653791,-1.44305488,-1.17226019,-1.277016409,-1.3029158,-1.980938182,-2.116777802,-1.506819647,4.0609339994,0.2265848151,1.0554665771,,-2.184211521,-0.704685558,1.2124926754,,,0.5516815849,-0.539064643,1.044198059
050129,2480,86,912,172,362,37,50,102,4.279,,72366,5970,,664,70038,132,24,3013,58,387,,6.8,,73171,80,158,85,36,6.257,33.949,12,1847,35,,2.751,,83,49,5518,,,,287,165,,,37,-1.022735052,-0.44354767,-0.909613248,0.7434279797,-0.591739479,0.7179085754,0.5982592155,,0.7602319644,0.5248037807,0.662404727,,0.0650254948,0.1429915727,-0.382341296,1.6346008786,0.1402306711,-0.882718011,,0.2477049432,-0.928250539,,-1.149501587,,,-0.941694436,-0.243473324,-0.436147184,-1.17226019,-0.254180641,-0.312251048,-0.038194859,-0.226011679,-0.488715575,3.2329839596,-0.646088971,0.5678788025,,-0.4074682,0.5977453531,-0.303945459,,,0.5516815849,0.5630493928,0.0336741848
050131,656,,759,114,359,,,,,,,,248,498,7040,102,,804,25,509,214,,67,4268,,92,120,,,3.642,35,414,,,,,56,,,435,,,76,94,,,29,,,,-0.181809266,0.0300810262,0.8780952741,,1.925298105,,,,,,1.0249376044,0.857978393,,0.0593497945,-0.434957452,-0.321622146,,-0.530998915,1.5459269579,1.653525837,,,0.7675914583,0.6671169089,1.5776682088,0.70891858,0.7686551275,1.6690784566,0.9331768019,1.1920629137,0.0203364607,-0.52501682,0.6083795968,0.1014904963,,0.0787983936,0.1636017162,,-3.743837937,,,-0.722750316,-0.3229813
050132,1620,,1272,144,410,,28,,1.845,,36531,2494,63,642,34968,135,44,256,34,274,46,4.248,,31143,29,435,45,,1.985,20.236,18,1505,,,,,68,,4884,,,,102,449,,,33,-0.631015983,,0.4152897771,1.6686652254,1.3428132031,1.3052598038,,0.2387657127,-1.760369971,0.6259412442,,,0.3205562801,0.5689968361,-0.921610726,,-1.220471135,-0.202297554,,,-0.133747291,-0.653469947,-0.116807273,,,0.0838771007,-0.243473324,0.5707605124,-0.231670805,0.7686551275,-0.312251048,-0.038194859,-0.226011679,-0.488715575,3.8774959666,-0.046125743,0.6738761448,,0.1910137612,-0.704685558,,,,-0.475061664,-0.722750316,1.8763941908
050133,2943,194,2673,757,384,27,235,76,3.177,163,64634,6371,30,445,60933,658,41,2904,268,1330,27,5.863,34,73836,216,568,260,63,4.391,26.771,15,2643,56,,2.252,,292,95,6922,89,233,233,151,547,,,44,-0.552672169,-3.934116195,0.8127606846,1.2060466026,-0.488102728,-1.097540676,-1.577095844,-1.294445553,0.3593815218,0.7356496791,0.5554046669,,-1.337983156,0.5943268788,-0.328414353,-1.152179836,-1.210955738,-1.54557923,-0.525487306,0.9672932116,-1.027563445,-0.653469947,-1.297029346,0.9423899598,0.627910307,0.4257342795,-1.154063558,-1.44305488,-1.17226019,-0.254180641,0.6784137042,-1.00956652,-2.116777802,-1.506819647,3.9716938753,0.8810901551,0.4830809287,-0.848146631,-0.444873322,0.1636017162,-1.192891952,-1.883409091,,0.5516815849,0.5630493928,1.3414109632
050135,3332,80,2134,145,314,,82,,2.231,,64750,5358,,331,64750,121,,,103,113,,6.31,64,21577,72,755,53,,4.023,23.96,8,3300,,,,,32,44,7652,,,,154,842,,,32,1.7976422458,,1.9389282559,2.2700694351,3.2428203012,0.3975351781,-0.443973372,,0.9776423739,1.0287769037,,,1.1916109066,0.928222896,1.451174766,-0.133047219,-3.009365817,-0.610549828,,,1.3559462971,,-0.411862791,,,-0.257980078,-2.064653791,-2.449962577,-2.112849574,-2.299852177,-2.293580553,-1.980938182,-2.116777802,-2.015871683,4.3088232329,0.7174638201,1.0342671087,,-1.43610907,0.1636017162,,-1.167859535,,,,-1.214620013
050136,769,,510,118,341,21,42,,,,,,35,190,9121,109,,441,49,491,33,,56,15535,28,128,117,,,3.058,17,639,,,,,58,,,270,,,178,135,,,32,0.6224850383,,0.8127606846,0.6046423929,1.0319029507,0.7713041416,,0.0854445862,,,,,,0.2719445173,0.750124507,,1.0822549984,0.0435317728,0.9015688091,,-0.233060197,0.3616363166,0.7683592821,,,-0.941694436,-0.243473324,-0.436147184,-0.231670805,-1.277016409,-0.312251048,-0.038194859,-0.226011679,-0.488715575,-0.287043156,-0.482462636,0.5678788025,,-0.4074682,-0.270541921,0.5327100632,-5.246492005,,,-0.355378971,-0.501309043
050137,3756,,139,,,,,197,2.007,,39959,4620,,805,33018,,91,2815,,178,,4.377,,,,,,,4.675,21.894,21,4066,,,5.284,,,,4076,,,,182,,,,21,,,,,,,,,0.3960695284,-1.321383476,1.149255,,1.1916109066,0.4999149015,-0.705902954,,,,,,,,0.0307204863,,,,-0.243473324,0.5707605124,-0.231670805,0.7686551275,-1.3029158,-0.038194859,0.7193713829,-0.488715575,0.3525110665,-0.482462636,0.6314772079,,,,,,,0.3463329351,1.1141064109,0.4497722506
050138,7154,,366,,,,,193,9.002,,128537,11421,,1107,117445,,68,4908,,101,,18.287,,,,,,,13.393,75.537,25,6401,,,5.193,,65,,11650,,,,186,,,,22,,,,,,0.2373484794,,,0.1664297833,-0.565423792,-0.653696011,,0.119667298,0.3249073338,-0.705902954,,,,,,,,0.0307204863,,,,-0.243473324,0.5707605124,-0.231670805,-0.254180641,-0.312251048,-0.038194859,0.7193713829,-0.488715575,0.5904847306,-0.482462636,0.8010729556,,,,,,,0.5516815849,1.4814777564,1.2819683824
050139,5747,,226,,,,,207,4.573,,101923,7772,,827,86887,,145,4223,,186,,10.666,,,,,,,8.77,58.647,20,5509,,,5.636,,,,8882,,,,212,,215,1.894,22,,,,,,,,,-0.106692044,-0.095734554,0.1996294674,0.0156107384,-0.564962353,-0.388939324,0.5344167349,,,,,,,,-1.887140383,,,,-0.243473324,0.5707605124,-0.231670805,0.7686551275,-0.312251048,-0.038194859,0.7193713829,0.0203364607,0.2335242344,-0.537004748,0.7586740187,,,,,,,0.3463329351,0.9304207382,0.8658703165
050140,8463,,372,29,,,,320,7.927,,143988,16867,,3357,130634,28,268,8323,,331,,20.324,,,,26,,,17.614,113.018,18,9086,,,8.096,,25,,17648,,,,351,,191,1.646,26,,,,0.6509042552,-1.1790144,-0.18981605,,,0.20583542,-0.152302966,-0.338045834,0.4792240766,0.7866187186,-0.340581969,-0.27448741,,0.4019040953,,,,,,0.0307204863,,,,0.6671169089,0.5707605124,0.70891858,0.7686551275,0.6784137042,0.9331768019,0.7193713829,0.0203364607,-0.192845247,-0.373378413,0.5254798656,,,,,,,0.3463329351,1.1141064109,1.7575090291
050145,3618,200,4307,675,347,11,97,150,2.064,996,62046,6152,281,428,59445,621,65,3739,109,2397,260,4.118,56,56818,193,726,445,89,4.978,42.226,25,2602,87,,3.977,119,363,126,4835,509,133,133,139,727,,,45,0.9358602936,-0.082454375,0.6140252308,1.8537126745,0.3755368623,0.5043263105,0.5408099491,-2.367693439,-0.114844934,0.6122276898,1.149255,,0.4137687678,-1.31924271,-1.568734042,0.4369761088,-0.364085383,0.0654808198,0.1880407518,0.3676363213,-0.729624727,-1.499391834,1.0634148004,-3.949296007,0.2782537905,-1.283551615,0.6671169089,0.5707605124,0.70891858,0.7686551275,-1.3029158,0.9331768019,1.1920629137,0.0203364607,0.074875125,-0.100667855,0.0166926225,1.072358742,-0.4074682,0.5977453531,1.5262384964,0.6210143556,0.4212531026,-0.475061664,-1.64117868,1.1630832207
050149,3192,,405,92,352,,26,133,7.237,,79086,3795,27,595,73451,74,45,2790,28,246,26,7.687,86,70584,,49,,,4.323,32.365,8,2622,,,4.062,,47,,4558,38,,,106,52,240,1.814,35,,,-0.114671433,0.8822135666,0.7900838655,0.3975351781,,-0.06787654,0.3485110013,0.3602411283,0.8202298155,1.1084136071,-0.362466259,0.3133936781,0.2647820199,,0.3257809174,-0.685176588,0.2899733314,,0.5614430499,-0.48428557,-0.116807273,,,,-2.064653791,-2.449962577,-1.17226019,-1.277016409,-1.3029158,-1.00956652,-1.17139474,-1.506819647,2.7520788466,-0.209752078,1.2250623248,,-1.641837244,0.1636017162,,0.6210143556,,0.5516815849,1.4814777564,1.8763941908
050150,1147,,1286,278,347,37,110,48,,430,,,43,492,19430,269,23,694,129,1176,37,,,28999,32,228,174,,,6.891,23,900,,,1.067,74,150,,,42,179,179,93,232,,,37,-0.239296914,,-0.379652038,0.0495000455,0.7555382819,0.1839529132,,-2.061051186,,,-0.103983203,,,1.0249376044,1.181540051,,0.7111545058,-0.180348507,-0.117756987,,-0.034434386,-1.837760589,0.3257760046,0.2122875767,-0.770715759,0.0838771007,0.6671169089,-0.436147184,-0.231670805,0.7686551275,0.6784137042,-1.00956652,-1.17139474,-0.997767611,-0.326705433,0.2265848151,-0.343698341,-0.440766704,-0.070822097,0.1636017162,1.3693655859,,0.893732745,-0.269713014,0.5630493928,0.7469851548
050152,1481,,452,73,333,,34,,1.124,57,18949,1249,46,179,18949,54,,543,52,172,41,2.355,66,25215,,81,32,,1.593,8.154,12,1274,,,,,28,,2298,112,,,167,77,,,34,,,0.6140252308,-0.690689751,1.0664485343,0.2373484794,,-1.141124426,0.1243065164,-1.155106629,,,-0.238718646,1.0249376044,0.2108550769,,-2.23861864,-0.088162509,-0.219689567,,-1.921379598,0.0232675619,-0.116807273,,,-0.257980078,-1.154063558,-0.436147184,-1.17226019,-0.254180641,-0.312251048,-1.00956652,-0.226011679,-0.488715575,-0.212676386,-0.537004748,-0.492094621,0.9559644769,0.2658240063,0.1636017162,,-0.166090156,,,-0.539064643,1.2225258016
050158,561,,539,94,372,,,,,,,,,179,15973,67,,410,,89,,1.013,,9374,,147,,,,9.976,20,367,,,,,,,1494,,,,75,150,,,23,,,,0.6046423929,1.6882690391,,,,,-2.355042637,,,,0.5643913738,0.5344167349,,-0.016773383,0.8688159399,,,,,-0.116807273,,,,-2.064653791,-1.44305488,-2.112849574,-2.299852177,-2.293580553,-1.980938182,-2.116777802,-1.506819647,-0.108562908,-0.91879953,0.5042803971,,0.1910137612,-0.704685558,,,,,-0.722750316,0.7469851548
050159,3513,,946,128,369,,32,86,1.297,,28150,3136,41,555,23214,94,32,2035,39,422,33,3.684,75,60793,,108,43,,3.234,13.732,13,1872,,,2.793,,56,,3255,91,98,98,93,117,,,37,,,0.2165543233,0.2345474946,0.1682633606,0.1839529132,,0.5454079659,-1.123085708,-0.832838102,0.6704297315,,-2.525638819,-1.323848172,0.4804897919,,0.1307152738,0.3815470966,0.0861081721,,-0.233060197,0.7000050712,0.3257760046,-2.270060526,-1.936237481,0.0838771007,-1.154063558,-1.44305488,-1.17226019,-1.277016409,-1.3029158,-1.00956652,-1.17139474,-0.997767611,1.2647434457,0.3902111501,0.0166926225,,-0.257847709,0.1636017162,,0.2632395775,,-0.064364365,0.7467350655,0.7469851548
050167,2513,,660,104,655,15,27,90,4.003,,51326,7140,,935,49143,79,35,2353,,428,,6.402,13,53815,,72,31,,6.298,20.612,24,1998,,,3.29,,52,41,6764,73,,,123,71,,,34,,,-0.777122945,-0.736951613,0.3755368623,-0.510189448,-0.196598546,,-0.748052752,0.2248197789,-0.070545684,,-0.815671803,0.5782077607,-2.054076529,,0.7111545058,0.0610910104,-0.015824407,,,,-0.411862791,,,0.4257342795,-2.064653791,-1.44305488,-1.17226019,-1.277016409,-1.3029158,-1.980938182,-1.17139474,-1.506819647,2.2265536716,-0.91879953,0.9706687033,,-1.230380896,0.1636017162,1.1602017052,0.6210143556,,0.5516815849,1.2977920836,0.687542574
050168,4278,173,2725,405,371,52,61,268,3.968,106,88814,12194,25,451,83376,365,43,4061,65,1869,,10.671,122,72032,188,575,564,42,9.757,40.294,20,3765,42,,6.851,85,305,92,12725,1956,256,256,136,585,160,1.236,45,0.6224850383,0.6397322168,-1.638309912,-0.089285541,-0.31537481,1.2518642376,1.6456365135,,0.4205281994,-0.738557415,-0.022395657,1.1084136071,0.3816265307,-0.117217048,1.6129555951,0.4600073544,-0.421177766,-0.544702687,1.3092991276,0.0078421871,0.2635043322,0.7000050712,0.9158870412,-0.444804568,1.5603276844,0.7675914583,-0.243473324,-0.436147184,-0.231670805,-0.254180641,-0.312251048,0.9331768019,0.7193713829,0.0203364607,0.149241895,-0.318836301,0.0166926225,-0.731752366,-1.754052612,0.1636017162,0.7418739439,0.4779044444,0.9632150453,0.5516815849,-0.171693298,-0.085210977
050169,5512,155,1977,362,379,14,67,194,6.819,205,99906,11392,76,1233,93920,285,229,3159,71,925,73,11.617,687,76974,156,253,408,37,11.764,78.918,24,5084,36,,5.074,,225,86,9438,1480,74,74,140,267,273,2.39,45,-0.1609531,-0.202818807,1.3427218946,0.7434279797,0.7555382819,-1.631496338,0.7050119569,-0.06787654,0.2846466935,-1.331668642,0.0953044089,-0.190324651,0.4844816895,-1.455103848,-0.867683783,-1.29612512,0.0117728083,-0.768582966,0.2899733314,0.8473618335,-0.928250539,1.2075582032,-1.001973828,-0.882865998,0.9775668235,0.4257342795,-0.243473324,-0.436147184,0.70891858,0.7686551275,-0.312251048,-0.038194859,0.7193713829,0.5293884968,0.0798329097,-0.209752078,-0.492094621,-0.266175306,-1.342596263,-0.270541921,-0.722273221,0.1201296663,,0.5516815849,-0.906435989,0.1525593464
050174,2887,284,3181,598,339,22,106,130,4.345,721,72589,6264,122,491,70272,536,49,2761,111,1780,115,5.132,75,33221,250,367,813,54,5.359,30.049,21,2804,53,,3.496,107,277,111,5780,2008,539,539,251,352,,,45,-1.571141749,0.399003353,1.0114961383,0.7434279797,0.5137191967,0.0771617807,-0.463266036,0.0854445862,-0.290132077,0.3602411283,-0.380845858,,-1.027810568,0.5643913738,1.34332088,-0.374875298,0.1307152738,-0.81687087,-0.321622146,-1.071540215,0.1641914263,1.0383738259,0.3257760046,-1.831999096,-1.236924448,-0.599837257,-1.154063558,-1.44305488,-1.17226019,-1.277016409,0.6784137042,-1.00956652,-0.69870321,-0.997767611,-0.133351831,-0.646088971,0.3770835864,0.3739931517,-0.463575883,-0.704685558,-0.35623643,-2.241183869,0.5463212432,-0.680410314,-0.171693298,-0.204096139
050179,1620,262,1469,424,375,16,66,93,1.446,86,36386,2076,,649,34315,358,36,1852,69,721,,1.505,51,62687,298,422,236,,1.455,20.214,13,828,,,2.457,,80,47,2095,160,209,209,168,433,,,40,-0.082609286,,0.0840640208,0.5121186683,-0.764467397,-0.136420484,0.2046888678,,0.0441364279,1.0287769037,-1.572559027,,1.1916109066,0.5689968361,0.965832279,-0.668523679,-0.364085383,-1.277800856,-0.525487306,,0.3628172381,,-1.297029346,-2.343070764,-0.654163587,0.7675914583,-1.154063558,-2.449962577,-1.17226019,-1.277016409,-1.3029158,-1.980938182,-1.644086271,-0.997767611,4.4327678496,-1.57330487,1.0766660456,-0.033386776,-0.987247599,-0.270541921,-1.715801654,-0.237645112,,-0.064364365,0.7467350655,-0.085210977
050180,4751,97,4736,719,364,,104,241,8.011,168,100694,10280,741,623,86230,657,58,6117,111,2056,664,20.933,11,60856,159,692,266,,11.115,72.888,21,4376,,,6.217,,475,124,12729,142,35,35,125,667,276,2.221,42,-0.709359797,,1.4752121971,1.5298796386,0.8591750327,-1.791683037,-0.320071596,1.0053713456,-0.856757957,-0.035737754,0.7185797585,0.1770475258,-0.012115874,-0.365912012,-1.029464612,-0.046680048,0.5636658485,-0.786142204,-1.442880522,,-0.729624727,1.0383738259,1.3584703187,-0.663835283,-0.187954898,-0.599837257,-1.154063558,-0.436147184,-0.231670805,-1.277016409,-0.312251048,-0.038194859,0.2466798521,-0.997767611,-0.083773984,-0.59154686,-0.513294089,-0.789949499,-0.370063077,0.5977453531,,-0.666974846,,-0.885758964,-0.171693298,0.0336741848
050191,2212,77,681,113,359,,35,86,5.366,,68056,3846,,612,64111,96,31,2228,48,304,,4.87,46,50201,80,117,49,,3.649,30.939,11,1983,,,2.563,,71,32,4941,,,,166,116,,,35,0.9358602936,,1.1439864408,0.8822135666,0.4100824459,0.3441396118,-0.374091055,,0.2330117212,-0.027166783,1.149255,,-0.905670067,0.5782077607,0.3726359059,1.8591555229,0.8158238755,-1.668493893,,,-0.928250539,,0.7683592821,,,0.4257342795,-1.154063558,-1.44305488,-1.17226019,-0.254180641,-0.312251048,-1.00956652,-0.226011679,0.0203364607,0.3128487891,-0.700631083,0.2498867756,,0.3032291289,-0.270541921,,0.4779044444,,0.5516815849,0.5630493928,0.330887089
050192,1831,,55,,413,,,,,,,,,100,6266,,43,360,,264,,,,39639,,,,,,1.244,7,926,,,,,,,,,,,27,,,,18,,,,,,,,,,,,,,-0.826458243,,,,,,,,,0.0307204863,,,,-1.154063558,-1.44305488,-1.17226019,-1.277016409,-0.312251048,-1.00956652,-1.17139474,-0.488715575,2.4794006898,0.5538374851,0.1014904963,,0.0787983936,0.5977453531,,,,-2.323199513,2.3999061199,1.6980664483
050194,959,,764,126,307,19,46,,,67,,,,301,9842,106,28,683,46,406,,,,32104,,216,67,,,5.928,13,930,,,,,92,,,240,,,82,211,,,30,,,0.0840640208,0.3270712192,-0.522648311,0.0237662145,,,,,,,,-2.083749452,0.5883436779,,-1.819941161,-1.185614859,0.5957710702,,-0.828937633,,-1.297029346,,,-1.283551615,-1.154063558,-1.44305488,-0.231670805,-0.254180641,-1.3029158,-1.00956652,-1.17139474,-0.997767611,-0.505185681,-0.809715306,0.864671361,2.0035128624,0.2845265676,-0.270541921,0.4281281229,,,-0.269713014,1.1141064109,0.7469851548
050195,3225,183,2665,550,378,,130,51,3.534,76,61260,8776,181,519,59911,466,124,2061,141,1187,170,4.461,,48319,189,513,801,51,6.913,37.233,15,3269,48,,1.304,,204,57,5311,61,133,133,140,477,,,42,-0.082609286,-0.082454375,-0.247161735,0.2808093569,-0.868104147,1.2518642376,-1.960376771,0.852050219,0.9776423739,-0.123161663,1.149255,,-0.17282706,0.4676766653,-1.137318498,-0.461242469,-2.414653489,-3.204927183,-1.137082783,-0.351951947,-1.524127974,-0.145916815,-1.739612624,0.5043285299,-1.236924448,1.4513058159,-0.243473324,-0.436147184,-0.231670805,-0.254180641,0.6784137042,0.9331768019,0.7193713829,0.0203364607,4.3385699409,0.1720427035,0.3770835864,-2.594060607,-0.12692978,0.5977453531,,,,0.5516815849,0.5630493928,1.5197387057
050197,1540,76,1415,283,394,,,48,,150,,1899,503,826,21021,237,34,1103,,444,456,1.331,,19475,69,146,624,75,1.392,7.941,27,1395,73,,1.085,,81,55,1893,124,,,74,165,,,37,0.6224850383,0.1582744892,,1.0209991534,1.1355397015,-0.029629352,2.6544284832,1.1586924721,0.0020131611,-2.835017039,-0.083920692,,,0.4446493538,0.2647820199,2.2218976407,1.7863943946,1.5053383029,0.2899733314,-0.471883325,,2.7302175992,2.686220151,,,-0.941694436,0.6671169089,0.5707605124,-0.231670805,-0.254180641,0.6784137042,0.9331768019,0.7193713829,0.5293884968,-0.296958725,0.1175005918,-0.110504188,-1.080935161,0.6024701093,0.5977453531,,,,0.5516815849,-0.171693298,1.5197387057
050204,1811,69,801,151,377,19,54,72,2.381,,43046,4176,63,398,41725,133,29,1991,50,465,61,5.253,,71082,77,143,129,,3.114,31.029,12,1364,,,2.083,,56,39,7307,,,,141,136,,,37,-1.806173191,,-0.114671433,0.14202377,-1.144468816,0.1839529132,1.3455284052,-0.9878033,0.5414627397,-0.275724956,1.149255,,0.5166239267,0.2834581731,0.4265628489,1.8361242773,-0.154746644,1.1190350757,,,-0.034434386,0.8691894486,-0.264335032,,,0.0838771007,-1.154063558,-1.44305488,-1.17226019,-1.277016409,-1.3029158,-1.00956652,-0.226011679,0.0203364607,-0.490312327,-0.809715306,1.0342671087,,-0.370063077,0.1636017162,-0.4085274,,,0.5516815849,-0.171693298,0.5686574123
050211,895,,630,95,369,,29,,1.243,,21359,1852,,393,21359,78,,354,33,333,,1.229,,15985,,147,,,1.353,6.799,22,603,,,,,91,,1951,,,,89,146,,,28,,,0.4815349283,-0.274332991,0.5137191967,1.35865537,,,0.9776423739,1.0287769037,,,1.1916109066,-0.667569793,0.5883436779,,-0.75421667,0.6844439451,,,0.3628172381,,-1.592084864,,,,-1.154063558,-0.436147184,-1.17226019,-1.277016409,-1.3029158,-1.00956652,-0.226011679,-1.506819647,-0.520059035,-0.26429419,0.7798734871,,0.1723111999,0.5977453531,,,,,-0.171693298,-0.501309043
050222,4254,140,2235,396,364,,88,151,5.417,,91420,6104,31,1760,90204,336,256,3614,95,791,29,5.335,71,78623,143,330,174,47,5.087,55.2,14,4094,45,,3.95,,206,72,5702,82,25,25,132,353,116,1.027,43,0.1524221553,0.0379100573,1.2102315921,0.4195949437,1.2046308687,1.0916775389,-0.380093218,-1.141124426,-0.624400581,1.0287769037,0.1340919306,-1.914386752,0.3012709378,0.2327980877,0.1030011909,-0.749133038,-0.13095815,-0.909056867,-1.340947943,-0.711746081,1.455259203,-0.315101193,0.9158870412,-0.517814807,0.627910307,1.1094486371,-0.243473324,-0.436147184,-0.231670805,-0.254180641,-0.312251048,0.9331768019,0.2466798521,0.0203364607,0.2632709424,0.1175005918,1.2250623248,,-0.70670918,-0.270541921,,0.5494594,,0.1409842852,1.2977920836,-0.263538719
050224,11498,314,7086,902,384,30,129,533,6.964,771,166270,14430,,3014,146141,816,724,8590,147,4860,,15.637,76,130829,311,983,869,115,13.344,68.764,21,10937,115,,12.755,231,502,214,13507,818,538,538,177,982,344,2.539,44,0.2307659691,0.8804610806,1.3427218946,-0.274332991,0.4791736131,2.1061932971,0.5352365128,,0.1623533381,0.589943164,-0.109333206,0.7006822337,0.2691287007,-0.147152553,0.5344167349,0.9839681912,0.3923886981,0.5000719504,-0.015824407,1.4470187238,0.9586946735,,0.1782482455,0.7963694832,2.0265363731,-0.599837257,-0.243473324,0.5707605124,-0.231670805,0.7686551275,-0.312251048,0.9331768019,1.1920629137,0.5293884968,0.119495187,0.2265848151,-0.046905783,-1.080935161,-1.192975773,0.5977453531,-0.931437101,-0.380755023,0.0460486807,0.1409842852,0.5630493928,0.9847554782
